Address,USB0::0x2A8D::0x5001::MY58002744::0::INSTR,,,,,,,,,,,,,,,,
Model,DAQ970A,,,,,,,,,,,,,,,,
Serial Number:,MY58002744,,,,,,,,,,,,,,,,
Firmware Version,A.02.01-01.00-02.01-00.02-01.02-03-02,,,,,,,,,,,,,,,,
Start Time,2026-02-13 12:49:33.492,,,,,,,,,,,,,,,,
Stop Time,2026-02-13 12:50:04.636,,,,,,,,,,,,,,,,
Data Log Stopped,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Instrument Configuration,,,,,,,,,,,,,,,,,
Modules,5,Slot 0,SCD,Slot 1,DAQM900A,Slot 2,DAQM901A,Slot 4,DAQ970A Computed Channels,Slot 10,Virtual Digitizer Channels,,,,,,
2026-02-13 12:49:38.352,49,2026-02-13 12:49:38.352,20.5381623,,,,,,,,,,,,,,
2026-02-13 12:49:38.452,50,2026-02-13 12:49:38.452,20.5004525,,,,,,,,,,,,,,
2026-02-13 12:49:38.552,51,2026-02-13 12:49:38.552,20.431756,,,,,,,,,,,,,,
2026-02-13 12:49:38.652,52,2026-02-13 12:49:38.652,20.3987489,,,,,,,,,,,,,,
2026-02-13 12:49:38.752,53,2026-02-13 12:49:38.752,20.3664269,,,,,,,,,,,,,,
2026-02-13 12:49:38.852,54,2026-02-13 12:49:38.852,20.3686125,,,,,,,,,,,,,,
2026-02-13 12:49:39.023,55,2026-02-13 12:49:39.023,20.3535095,,,,,,,,,,,,,,
2026-02-13 12:49:39.060,56,2026-02-13 12:49:39.060,20.358418,,,,,,,,,,,,,,
2026-02-13 12:49:39.152,57,2026-02-13 12:49:39.152,20.3416502,,,,,,,,,,,,,,
2026-02-13 12:49:39.252,58,2026-02-13 12:49:39.252,20.3480745,,,,,,,,,,,,,,
2026-02-13 12:49:39.352,59,2026-02-13 12:49:39.352,20.3529139,,,,,,,,,,,,,,
2026-02-13 12:49:39.524,60,2026-02-13 12:49:39.524,20.4126921,,,,,,,,,,,,,,
2026-02-13 12:49:39.561,61,2026-02-13 12:49:39.561,20.4120327,,,,,,,,,,,,,,
2026-02-13 12:49:39.653,62,2026-02-13 12:49:39.653,20.366964,,,,,,,,,,,,,,
2026-02-13 12:49:39.752,63,2026-02-13 12:49:39.752,20.3858053,,,,,,,,,,,,,,
2026-02-13 12:49:39.852,64,2026-02-13 12:49:39.852,20.3772108,,,,,,,,,,,,,,
2026-02-13 12:49:40.025,65,2026-02-13 12:49:40.025,29.5587095,,,,,,,,,,,,,,
2026-02-13 12:49:40.062,66,2026-02-13 12:49:40.062,31.3452674,,,,,,,,,,,,,,
2026-02-13 12:49:40.152,67,2026-02-13 12:49:40.152,33.0646241,,,,,,,,,,,,,,
2026-02-13 12:49:40.252,68,2026-02-13 12:49:40.252,34.0478591,,,,,,,,,,,,,,
2026-02-13 12:49:40.352,69,2026-02-13 12:49:40.352,34.4460409,,,,,,,,,,,,,,
2026-02-13 12:49:40.466,70,2026-02-13 12:49:40.466,34.4974358,,,,,,,,,,,,,,
2026-02-13 12:49:40.572,71,2026-02-13 12:49:40.572,34.4510113,,,,,,,,,,,,,,
2026-02-13 12:49:40.652,72,2026-02-13 12:49:40.652,34.4585299,,,,,,,,,,,,,,
2026-02-13 12:49:40.752,73,2026-02-13 12:49:40.752,34.3675046,,,,,,,,,,,,,,
2026-02-13 12:49:40.852,74,2026-02-13 12:49:40.852,34.3564702,,,,,,,,,,,,,,
2026-02-13 12:49:40.952,75,2026-02-13 12:49:40.952,34.3530975,,,,,,,,,,,,,,
2026-02-13 12:49:41.096,76,2026-02-13 12:49:41.096,34.3844773,,,,,,,,,,,,,,
2026-02-13 12:49:41.152,77,2026-02-13 12:49:41.152,34.3993734,,,,,,,,,,,,,,
2026-02-13 12:49:41.252,78,2026-02-13 12:49:41.252,34.4063197,,,,,,,,,,,,,,
2026-02-13 12:49:41.352,79,2026-02-13 12:49:41.352,34.3846822,,,,,,,,,,,,,,
2026-02-13 12:49:41.452,80,2026-02-13 12:49:41.452,34.3830743,,,,,,,,,,,,,,
2026-02-13 12:49:41.561,81,2026-02-13 12:49:41.561,34.3762541,,,,,,,,,,,,,,
2026-02-13 12:49:41.652,82,2026-02-13 12:49:41.652,34.3777831,,,,,,,,,,,,,,
2026-02-13 12:49:41.752,83,2026-02-13 12:49:41.752,34.3710942,,,,,,,,,,,,,,
2026-02-13 12:49:41.852,84,2026-02-13 12:49:41.852,34.3794383,,,,,,,,,,,,,,
2026-02-13 12:49:41.953,85,2026-02-13 12:49:41.953,34.3864214,,,,,,,,,,,,,,
2026-02-13 12:49:42.052,86,2026-02-13 12:49:42.052,34.4004405,,,,,,,,,,,,,,
2026-02-13 12:49:42.152,87,2026-02-13 12:49:42.152,34.4004772,,,,,,,,,,,,,,
2026-02-13 12:49:42.252,88,2026-02-13 12:49:42.252,34.4072133,,,,,,,,,,,,,,
2026-02-13 12:49:42.352,89,2026-02-13 12:49:42.352,34.4029678,,,,,,,,,,,,,,
2026-02-13 12:49:42.452,90,2026-02-13 12:49:42.452,34.4057421,,,,,,,,,,,,,,
2026-02-13 12:49:42.552,91,2026-02-13 12:49:42.552,34.3963526,,,,,,,,,,,,,,
2026-02-13 12:49:42.652,92,2026-02-13 12:49:42.652,34.3975926,,,,,,,,,,,,,,
2026-02-13 12:49:42.752,93,2026-02-13 12:49:42.752,34.3962422,,,,,,,,,,,,,,
2026-02-13 12:49:42.853,94,2026-02-13 12:49:42.853,34.4059575,,,,,,,,,,,,,,
2026-02-13 12:49:42.952,95,2026-02-13 12:49:42.952,34.4037507,,,,,,,,,,,,,,
2026-02-13 12:49:43.089,96,2026-02-13 12:49:43.089,34.3873709,,,,,,,,,,,,,,
2026-02-13 12:49:43.152,97,2026-02-13 12:49:43.152,34.3793475,,,,,,,,,,,,,,
2026-02-13 12:49:43.290,98,2026-02-13 12:49:43.290,34.3779971,,,,,,,,,,,,,,
2026-02-13 12:49:43.353,99,2026-02-13 12:49:43.353,34.3839766,,,,,,,,,,,,,,
2026-02-13 12:49:43.452,100,2026-02-13 12:49:43.452,34.3818065,,,,,,,,,,,,,,
2026-02-13 12:49:43.552,101,2026-02-13 12:49:43.552,34.3817172,,,,,,,,,,,,,,
2026-02-13 12:49:43.652,102,2026-02-13 12:49:43.652,34.387476,,,,,,,,,,,,,,
2026-02-13 12:49:43.773,103,2026-02-13 12:49:43.773,34.3750809,,,,,,,,,,,,,,
2026-02-13 12:49:43.861,104,2026-02-13 12:49:43.861,34.3843129,,,,,,,,,,,,,,
2026-02-13 12:49:43.953,105,2026-02-13 12:49:43.953,34.3820798,,,,,,,,,,,,,,
2026-02-13 12:49:44.053,106,2026-02-13 12:49:44.053,34.3816962,,,,,,,,,,,,,,
2026-02-13 12:49:44.153,107,2026-02-13 12:49:44.153,34.3862615,,,,,,,,,,,,,,
2026-02-13 12:49:44.253,108,2026-02-13 12:49:44.253,34.4042787,,,,,,,,,,,,,,
2026-02-13 12:49:44.353,109,2026-02-13 12:49:44.353,34.404699,,,,,,,,,,,,,,
2026-02-13 12:49:44.453,110,2026-02-13 12:49:44.453,34.4172936,,,,,,,,,,,,,,
2026-02-13 12:49:44.553,111,2026-02-13 12:49:44.553,34.4130061,,,,,,,,,,,,,,
2026-02-13 12:49:44.653,112,2026-02-13 12:49:44.653,34.411041,,,,,,,,,,,,,,
2026-02-13 12:49:44.864,113,2026-02-13 12:49:44.864,34.4222588,,,,,,,,,,,,,,
2026-02-13 12:49:44.953,114,2026-02-13 12:49:44.953,34.4167576,,,,,,,,,,,,,,
2026-02-13 12:49:45.053,115,2026-02-13 12:49:45.053,34.4164739,,,,,,,,,,,,,,
2026-02-13 12:49:45.153,116,2026-02-13 12:49:45.153,34.4237931,,,,,,,,,,,,,,
2026-02-13 12:49:45.253,117,2026-02-13 12:49:45.253,34.4222711,,,,,,,,,,,,,,
2026-02-13 12:49:45.353,118,2026-02-13 12:49:45.353,34.4234008,,,,,,,,,,,,,,
2026-02-13 12:49:45.453,119,2026-02-13 12:49:45.453,34.4149572,,,,,,,,,,,,,,
2026-02-13 12:49:45.553,120,2026-02-13 12:49:45.553,34.4008967,,,,,,,,,,,,,,
2026-02-13 12:49:45.653,121,2026-02-13 12:49:45.653,34.4114736,,,,,,,,,,,,,,
2026-02-13 12:49:45.753,122,2026-02-13 12:49:45.753,34.419912,,,,,,,,,,,,,,
2026-02-13 12:49:45.875,123,2026-02-13 12:49:45.875,34.4200276,,,,,,,,,,,,,,
2026-02-13 12:49:45.953,124,2026-02-13 12:49:45.953,34.4200853,,,,,,,,,,,,,,
2026-02-13 12:49:46.053,125,2026-02-13 12:49:46.053,34.4228911,,,,,,,,,,,,,,
2026-02-13 12:49:46.153,126,2026-02-13 12:49:46.153,34.4272521,,,,,,,,,,,,,,
2026-02-13 12:49:46.253,127,2026-02-13 12:49:46.253,34.4222641,,,,,,,,,,,,,,
2026-02-13 12:49:46.353,128,2026-02-13 12:49:46.353,34.4295097,,,,,,,,,,,,,,
2026-02-13 12:49:46.453,129,2026-02-13 12:49:46.453,34.4252065,,,,,,,,,,,,,,
2026-02-13 12:49:46.553,130,2026-02-13 12:49:46.553,34.4255638,,,,,,,,,,,,,,
2026-02-13 12:49:46.653,131,2026-02-13 12:49:46.653,34.4240558,,,,,,,,,,,,,,
2026-02-13 12:49:46.753,132,2026-02-13 12:49:46.753,34.429268,,,,,,,,,,,,,,
2026-02-13 12:49:46.853,133,2026-02-13 12:49:46.853,34.4373805,,,,,,,,,,,,,,
2026-02-13 12:49:46.953,134,2026-02-13 12:49:46.953,34.425879,,,,,,,,,,,,,,
2026-02-13 12:49:47.076,135,2026-02-13 12:49:47.076,34.4351474,,,,,,,,,,,,,,
2026-02-13 12:49:47.153,136,2026-02-13 12:49:47.153,34.4305395,,,,,,,,,,,,,,
2026-02-13 12:49:47.253,137,2026-02-13 12:49:47.253,34.4383412,,,,,,,,,,,,,,
2026-02-13 12:49:47.353,138,2026-02-13 12:49:47.353,34.4401329,,,,,,,,,,,,,,
2026-02-13 12:49:47.453,139,2026-02-13 12:49:47.453,34.4358455,,,,,,,,,,,,,,
2026-02-13 12:49:47.553,140,2026-02-13 12:49:47.553,34.4360504,,,,,,,,,,,,,,
2026-02-13 12:49:47.653,141,2026-02-13 12:49:47.653,34.4342167,,,,,,,,,,,,,,
2026-02-13 12:49:47.753,142,2026-02-13 12:49:47.753,34.4322569,,,,,,,,,,,,,,
2026-02-13 12:49:47.853,143,2026-02-13 12:49:47.853,34.4316369,,,,,,,,,,,,,,
2026-02-13 12:49:47.953,144,2026-02-13 12:49:47.953,34.4375899,,,,,,,,,,,,,,
2026-02-13 12:49:48.053,145,2026-02-13 12:49:48.053,34.4240708,,,,,,,,,,,,,,
2026-02-13 12:49:48.153,146,2026-02-13 12:49:48.153,34.4334233,,,,,,,,,,,,,,
2026-02-13 12:49:48.359,147,2026-02-13 12:49:48.359,34.4294328,,,,,,,,,,,,,,
2026-02-13 12:49:48.453,148,2026-02-13 12:49:48.453,34.4430307,,,,,,,,,,,,,,
2026-02-13 12:49:48.553,149,2026-02-13 12:49:48.553,34.4345294,,,,,,,,,,,,,,
2026-02-13 12:49:48.653,150,2026-02-13 12:49:48.653,34.4197808,,,,,,,,,,,,,,
2026-02-13 12:49:48.753,151,2026-02-13 12:49:48.753,34.4315661,,,,,,,,,,,,,,
2026-02-13 12:49:48.853,152,2026-02-13 12:49:48.853,34.4247356,,,,,,,,,,,,,,
2026-02-13 12:49:48.953,153,2026-02-13 12:49:48.953,34.430221,,,,,,,,,,,,,,
2026-02-13 12:49:49.094,154,2026-02-13 12:49:49.094,34.4301054,,,,,,,,,,,,,,
2026-02-13 12:49:49.153,155,2026-02-13 12:49:49.153,34.4274415,,,,,,,,,,,,,,
2026-02-13 12:49:49.253,156,2026-02-13 12:49:49.253,34.4223974,,,,,,,,,,,,,,
2026-02-13 12:49:49.353,157,2026-02-13 12:49:49.353,34.4348755,,,,,,,,,,,,,,
2026-02-13 12:49:49.453,158,2026-02-13 12:49:49.453,34.4232006,,,,,,,,,,,,,,
2026-02-13 12:49:49.553,159,2026-02-13 12:49:49.553,34.4325532,,,,,,,,,,,,,,
2026-02-13 12:49:49.653,160,2026-02-13 12:49:49.653,34.4369352,,,,,,,,,,,,,,
2026-02-13 12:49:49.753,161,2026-02-13 12:49:49.753,34.432674,,,,,,,,,,,,,,
2026-02-13 12:49:49.853,162,2026-02-13 12:49:49.853,34.4274723,,,,,,,,,,,,,,
2026-02-13 12:49:49.953,163,2026-02-13 12:49:49.953,34.4217137,,,,,,,,,,,,,,
2026-02-13 12:49:50.163,164,2026-02-13 12:49:50.163,34.4294952,,,,,,,,,,,,,,
2026-02-13 12:49:50.253,165,2026-02-13 12:49:50.253,34.4270415,,,,,,,,,,,,,,
2026-02-13 12:49:50.353,166,2026-02-13 12:49:50.353,34.4344762,,,,,,,,,,,,,,
2026-02-13 12:49:50.453,167,2026-02-13 12:49:50.453,34.4194491,,,,,,,,,,,,,,
2026-02-13 12:49:50.553,168,2026-02-13 12:49:50.553,34.4233951,,,,,,,,,,,,,,
2026-02-13 12:49:50.653,169,2026-02-13 12:49:50.653,34.4260012,,,,,,,,,,,,,,
2026-02-13 12:49:50.753,170,2026-02-13 12:49:50.753,34.4182879,,,,,,,,,,,,,,
2026-02-13 12:49:50.942,171,2026-02-13 12:49:50.942,34.4125345,,,,,,,,,,,,,,
2026-02-13 12:49:50.978,172,2026-02-13 12:49:50.978,34.4235159,,,,,,,,,,,,,,
2026-02-13 12:49:51.053,173,2026-02-13 12:49:51.053,34.4137745,,,,,,,,,,,,,,
2026-02-13 12:49:51.153,174,2026-02-13 12:49:51.153,34.4246088,,,,,,,,,,,,,,
2026-02-13 12:49:51.253,175,2026-02-13 12:49:51.253,34.4179411,,,,,,,,,,,,,,
2026-02-13 12:49:51.353,176,2026-02-13 12:49:51.353,34.414053,,,,,,,,,,,,,,
2026-02-13 12:49:51.453,177,2026-02-13 12:49:51.453,34.4184455,,,,,,,,,,,,,,
2026-02-13 12:49:51.553,178,2026-02-13 12:49:51.553,34.4090388,,,,,,,,,,,,,,
2026-02-13 12:49:51.653,179,2026-02-13 12:49:51.653,34.4161899,,,,,,,,,,,,,,
2026-02-13 12:49:51.753,180,2026-02-13 12:49:51.753,34.4143719,,,,,,,,,,,,,,
2026-02-13 12:49:51.904,181,2026-02-13 12:49:51.904,34.4195211,,,,,,,,,,,,,,
2026-02-13 12:49:51.953,182,2026-02-13 12:49:51.953,34.4017458,,,,,,,,,,,,,,
2026-02-13 12:49:52.053,183,2026-02-13 12:49:52.053,34.4122439,,,,,,,,,,,,,,
2026-02-13 12:49:52.153,184,2026-02-13 12:49:52.153,34.4054501,,,,,,,,,,,,,,
2026-02-13 12:49:52.253,185,2026-02-13 12:49:52.253,34.4184072,,,,,,,,,,,,,,
2026-02-13 12:49:52.353,186,2026-02-13 12:49:52.353,34.4025918,,,,,,,,,,,,,,
2026-02-13 12:49:52.453,187,2026-02-13 12:49:52.453,34.4066534,,,,,,,,,,,,,,
2026-02-13 12:49:52.553,188,2026-02-13 12:49:52.553,34.4126053,,,,,,,,,,,,,,
2026-02-13 12:49:52.653,189,2026-02-13 12:49:52.653,34.4063737,,,,,,,,,,,,,,
2026-02-13 12:49:52.753,190,2026-02-13 12:49:52.753,34.4043876,,,,,,,,,,,,,,
2026-02-13 12:49:52.904,191,2026-02-13 12:49:52.904,34.4102356,,,,,,,,,,,,,,
2026-02-13 12:49:52.953,192,2026-02-13 12:49:52.953,34.4096892,,,,,,,,,,,,,,
2026-02-13 12:49:53.053,193,2026-02-13 12:49:53.053,34.4184323,,,,,,,,,,,,,,
2026-02-13 12:49:53.168,194,2026-02-13 12:49:53.168,34.404377,,,,,,,,,,,,,,
2026-02-13 12:49:53.253,195,2026-02-13 12:49:53.253,34.4179069,,,,,,,,,,,,,,
2026-02-13 12:49:53.353,196,2026-02-13 12:49:53.353,34.3990071,,,,,,,,,,,,,,
2026-02-13 12:49:53.453,197,2026-02-13 12:49:53.453,34.4046713,,,,,,,,,,,,,,
2026-02-13 12:49:53.553,198,2026-02-13 12:49:53.553,34.4030379,,,,,,,,,,,,,,
2026-02-13 12:49:53.653,199,2026-02-13 12:49:53.653,34.4006472,,,,,,,,,,,,,,
2026-02-13 12:49:53.753,200,2026-02-13 12:49:53.753,34.4055232,,,,,,,,,,,,,,
2026-02-13 12:49:53.853,201,2026-02-13 12:49:53.853,34.3999746,,,,,,,,,,,,,,
2026-02-13 12:49:53.953,202,2026-02-13 12:49:53.953,34.4003267,,,,,,,,,,,,,,
2026-02-13 12:49:54.053,203,2026-02-13 12:49:54.053,34.4012882,,,,,,,,,,,,,,
2026-02-13 12:49:54.153,204,2026-02-13 12:49:54.153,34.4007838,,,,,,,,,,,,,,
2026-02-13 12:49:54.253,205,2026-02-13 12:49:54.253,34.4023653,,,,,,,,,,,,,,
2026-02-13 12:49:54.353,206,2026-02-13 12:49:54.353,34.4062903,,,,,,,,,,,,,,
2026-02-13 12:49:54.453,207,2026-02-13 12:49:54.453,34.3996488,,,,,,,,,,,,,,
2026-02-13 12:49:54.553,208,2026-02-13 12:49:54.553,34.3990499,,,,,,,,,,,,,,
2026-02-13 12:49:54.653,209,2026-02-13 12:49:54.653,34.4136306,,,,,,,,,,,,,,
2026-02-13 12:49:54.753,210,2026-02-13 12:49:54.753,34.4056966,,,,,,,,,,,,,,
2026-02-13 12:49:54.947,211,2026-02-13 12:49:54.947,34.3906271,,,,,,,,,,,,,,
2026-02-13 12:49:54.983,212,2026-02-13 12:49:54.983,34.4045459,,,,,,,,,,,,,,
2026-02-13 12:49:55.053,213,2026-02-13 12:49:55.053,34.3996751,,,,,,,,,,,,,,
2026-02-13 12:49:55.153,214,2026-02-13 12:49:55.153,34.4084341,,,,,,,,,,,,,,
2026-02-13 12:49:55.253,215,2026-02-13 12:49:55.253,34.4013145,,,,,,,,,,,,,,
2026-02-13 12:49:55.383,216,2026-02-13 12:49:55.383,34.401593,,,,,,,,,,,,,,
2026-02-13 12:49:55.453,217,2026-02-13 12:49:55.453,34.394962,,,,,,,,,,,,,,
2026-02-13 12:49:55.553,218,2026-02-13 12:49:55.553,34.4037262,,,,,,,,,,,,,,
2026-02-13 12:49:55.653,219,2026-02-13 12:49:55.653,34.4121516,,,,,,,,,,,,,,
2026-02-13 12:49:55.753,220,2026-02-13 12:49:55.753,34.4173323,,,,,,,,,,,,,,
2026-02-13 12:49:55.853,221,2026-02-13 12:49:55.853,34.4065137,,,,,,,,,,,,,,
2026-02-13 12:49:55.961,222,2026-02-13 12:49:55.961,34.4098555,,,,,,,,,,,,,,
2026-02-13 12:49:56.053,223,2026-02-13 12:49:56.053,34.408936,,,,,,,,,,,,,,
2026-02-13 12:49:56.153,224,2026-02-13 12:49:56.153,34.4120097,,,,,,,,,,,,,,
2026-02-13 12:49:56.284,225,2026-02-13 12:49:56.284,34.4096663,,,,,,,,,,,,,,
2026-02-13 12:49:56.353,226,2026-02-13 12:49:56.353,34.414826,,,,,,,,,,,,,,
2026-02-13 12:49:56.453,227,2026-02-13 12:49:56.453,34.4174111,,,,,,,,,,,,,,
2026-02-13 12:49:56.553,228,2026-02-13 12:49:56.553,34.4155038,,,,,,,,,,,,,,
2026-02-13 12:49:56.653,229,2026-02-13 12:49:56.653,34.4116607,,,,,,,,,,,,,,
2026-02-13 12:49:56.753,230,2026-02-13 12:49:56.753,34.4172513,,,,,,,,,,,,,,
2026-02-13 12:49:56.853,231,2026-02-13 12:49:56.853,34.4125802,,,,,,,,,,,,,,
2026-02-13 12:49:56.967,232,2026-02-13 12:49:56.967,34.416337,,,,,,,,,,,,,,
2026-02-13 12:49:57.053,233,2026-02-13 12:49:57.053,34.4118183,,,,,,,,,,,,,,
2026-02-13 12:49:57.153,234,2026-02-13 12:49:57.153,34.4172565,,,,,,,,,,,,,,
2026-02-13 12:49:57.287,235,2026-02-13 12:49:57.287,34.4171777,,,,,,,,,,,,,,
2026-02-13 12:49:57.353,236,2026-02-13 12:49:57.353,34.421607,,,,,,,,,,,,,,
2026-02-13 12:49:57.453,237,2026-02-13 12:49:57.453,34.4132685,,,,,,,,,,,,,,
2026-02-13 12:49:57.553,238,2026-02-13 12:49:57.553,34.4256265,,,,,,,,,,,,,,
2026-02-13 12:49:57.653,239,2026-02-13 12:49:57.653,34.4208779,,,,,,,,,,,,,,
