Address,USB0::0x2A8D::0x5001::MY58002415::0::INSTR,,,,,,,,,,,,,,,,
Model,DAQ970A,,,,,,,,,,,,,,,,
Serial Number:,MY58002415,,,,,,,,,,,,,,,,
Firmware Version,A.02.01-01.00-02.01-00.02-01.02-03-02,,,,,,,,,,,,,,,,
Start Time,2026-02-03 11:32:10.784,,,,,,,,,,,,,,,,
Stop Time,2026-02-03 11:34:23.342,,,,,,,,,,,,,,,,
Data Log Stopped,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Instrument Configuration,,,,,,,,,,,,,,,,,
Modules,5,Slot 0,SCD,Slot 1,DAQM900A,Slot 2,DAQM901A,Slot 4,DAQ970A Computed Channels,Slot 10,Virtual Digitizer Channels,,,,,,
2026-02-03 11:32:15.661,49,2026-02-03 11:32:15.661,0.115050549,,,,,,,,,,,,,,
2026-02-03 11:32:15.761,50,2026-02-03 11:32:15.761,0.115057512,,,,,,,,,,,,,,
2026-02-03 11:32:15.879,51,2026-02-03 11:32:15.879,0.115064609,,,,,,,,,,,,,,
2026-02-03 11:32:15.961,52,2026-02-03 11:32:15.961,0.115070494,,,,,,,,,,,,,,
2026-02-03 11:32:16.061,53,2026-02-03 11:32:16.061,0.11507663,,,,,,,,,,,,,,
2026-02-03 11:32:16.161,54,2026-02-03 11:32:16.161,0.115083517,,,,,,,,,,,,,,
2026-02-03 11:32:16.261,55,2026-02-03 11:32:16.261,0.115088931,,,,,,,,,,,,,,
2026-02-03 11:32:16.361,56,2026-02-03 11:32:16.361,0.115096444,,,,,,,,,,,,,,
2026-02-03 11:32:16.509,57,2026-02-03 11:32:16.509,0.115105917,,,,,,,,,,,,,,
2026-02-03 11:32:16.561,58,2026-02-03 11:32:16.561,0.115110064,,,,,,,,,,,,,,
2026-02-03 11:32:16.661,59,2026-02-03 11:32:16.661,0.115116009,,,,,,,,,,,,,,
2026-02-03 11:32:16.797,60,2026-02-03 11:32:16.797,0.1151248,,,,,,,,,,,,,,
2026-02-03 11:32:16.861,61,2026-02-03 11:32:16.861,0.11512939,,,,,,,,,,,,,,
2026-02-03 11:32:16.961,62,2026-02-03 11:32:16.961,0.115135546,,,,,,,,,,,,,,
2026-02-03 11:32:17.061,63,2026-02-03 11:32:17.061,0.115141735,,,,,,,,,,,,,,
2026-02-03 11:32:17.161,64,2026-02-03 11:32:17.161,0.115148575,,,,,,,,,,,,,,
2026-02-03 11:32:17.261,65,2026-02-03 11:32:17.261,0.115155458,,,,,,,,,,,,,,
2026-02-03 11:32:17.412,66,2026-02-03 11:32:17.412,0.115164395,,,,,,,,,,,,,,
2026-02-03 11:32:17.461,67,2026-02-03 11:32:17.461,0.115168164,,,,,,,,,,,,,,
2026-02-03 11:32:17.561,68,2026-02-03 11:32:17.561,0.115174481,,,,,,,,,,,,,,
2026-02-03 11:32:17.661,69,2026-02-03 11:32:17.661,0.115181012,,,,,,,,,,,,,,
2026-02-03 11:32:17.866,70,2026-02-03 11:32:17.866,0.115194298,,,,,,,,,,,,,,
2026-02-03 11:32:17.961,71,2026-02-03 11:32:17.961,0.115200242,,,,,,,,,,,,,,
2026-02-03 11:32:18.061,72,2026-02-03 11:32:18.061,0.115207102,,,,,,,,,,,,,,
2026-02-03 11:32:18.161,73,2026-02-03 11:32:18.161,0.115213085,,,,,,,,,,,,,,
2026-02-03 11:32:18.261,74,2026-02-03 11:32:18.261,0.115219618,,,,,,,,,,,,,,
2026-02-03 11:32:18.361,75,2026-02-03 11:32:18.361,0.115226453,,,,,,,,,,,,,,
2026-02-03 11:32:18.493,76,2026-02-03 11:32:18.493,0.115235025,,,,,,,,,,,,,,
2026-02-03 11:32:18.561,77,2026-02-03 11:32:18.561,0.115239678,,,,,,,,,,,,,,
2026-02-03 11:32:18.661,78,2026-02-03 11:32:18.661,0.115245892,,,,,,,,,,,,,,
2026-02-03 11:32:18.772,79,2026-02-03 11:32:18.772,0.115253024,,,,,,,,,,,,,,
2026-02-03 11:32:18.861,80,2026-02-03 11:32:18.861,0.132487908,,,,,,,,,,,,,,
2026-02-03 11:32:18.961,81,2026-02-03 11:32:18.961,0.174354651,,,,,,,,,,,,,,
2026-02-03 11:32:19.061,82,2026-02-03 11:32:19.061,0.215748917,,,,,,,,,,,,,,
2026-02-03 11:32:19.161,83,2026-02-03 11:32:19.161,0.256839371,,,,,,,,,,,,,,
2026-02-03 11:32:19.261,84,2026-02-03 11:32:19.261,0.297617843,,,,,,,,,,,,,,
2026-02-03 11:32:19.379,85,2026-02-03 11:32:19.379,0.345108947,,,,,,,,,,,,,,
2026-02-03 11:32:19.461,86,2026-02-03 11:32:19.461,0.378431785,,,,,,,,,,,,,,
2026-02-03 11:32:19.561,87,2026-02-03 11:32:19.561,0.418507458,,,,,,,,,,,,,,
2026-02-03 11:32:19.662,88,2026-02-03 11:32:19.662,0.458401313,,,,,,,,,,,,,,
2026-02-03 11:32:19.762,89,2026-02-03 11:32:19.762,0.498079038,,,,,,,,,,,,,,
2026-02-03 11:32:19.862,90,2026-02-03 11:32:19.862,0.537530973,,,,,,,,,,,,,,
2026-02-03 11:32:19.962,91,2026-02-03 11:32:19.962,0.576805364,,,,,,,,,,,,,,
2026-02-03 11:32:20.062,92,2026-02-03 11:32:20.062,0.615885764,,,,,,,,,,,,,,
2026-02-03 11:32:20.162,93,2026-02-03 11:32:20.162,0.654795412,,,,,,,,,,,,,,
2026-02-03 11:32:20.291,94,2026-02-03 11:32:20.291,0.704942208,,,,,,,,,,,,,,
2026-02-03 11:32:20.362,95,2026-02-03 11:32:20.362,0.732049737,,,,,,,,,,,,,,
2026-02-03 11:32:20.528,96,2026-02-03 11:32:20.528,0.795886555,,,,,,,,,,,,,,
2026-02-03 11:32:20.565,97,2026-02-03 11:32:20.565,0.809918772,,,,,,,,,,,,,,
2026-02-03 11:32:20.662,98,2026-02-03 11:32:20.662,0.846608213,,,,,,,,,,,,,,
2026-02-03 11:32:20.762,99,2026-02-03 11:32:20.762,0.884448857,,,,,,,,,,,,,,
2026-02-03 11:32:20.976,100,2026-02-03 11:32:20.976,0.964930915,,,,,,,,,,,,,,
2026-02-03 11:32:21.062,101,2026-02-03 11:32:21.062,0.9969886,,,,,,,,,,,,,,
2026-02-03 11:32:21.162,102,2026-02-03 11:32:21.162,1.03415709,,,,,,,,,,,,,,
2026-02-03 11:32:21.262,103,2026-02-03 11:32:21.262,1.07118085,,,,,,,,,,,,,,
2026-02-03 11:32:21.362,104,2026-02-03 11:32:21.362,1.1080268,,,,,,,,,,,,,,
2026-02-03 11:32:21.462,105,2026-02-03 11:32:21.462,1.14472072,,,,,,,,,,,,,,
2026-02-03 11:32:21.562,106,2026-02-03 11:32:21.562,1.18122873,,,,,,,,,,,,,,
2026-02-03 11:32:21.679,107,2026-02-03 11:32:21.679,1.22402487,,,,,,,,,,,,,,
2026-02-03 11:32:21.762,108,2026-02-03 11:32:21.762,1.25383074,,,,,,,,,,,,,,
2026-02-03 11:32:21.971,109,2026-02-03 11:32:21.971,1.32933294,,,,,,,,,,,,,,
2026-02-03 11:32:22.062,110,2026-02-03 11:32:22.062,1.36157478,,,,,,,,,,,,,,
2026-02-03 11:32:22.162,111,2026-02-03 11:32:22.162,1.3971679,,,,,,,,,,,,,,
2026-02-03 11:32:22.262,112,2026-02-03 11:32:22.262,1.43260405,,,,,,,,,,,,,,
2026-02-03 11:32:22.447,113,2026-02-03 11:32:22.447,1.49785747,,,,,,,,,,,,,,
2026-02-03 11:32:22.483,114,2026-02-03 11:32:22.483,1.51070437,,,,,,,,,,,,,,
2026-02-03 11:32:22.562,115,2026-02-03 11:32:22.562,1.53805561,,,,,,,,,,,,,,
2026-02-03 11:32:22.770,116,2026-02-03 11:32:22.770,1.61046756,,,,,,,,,,,,,,
2026-02-03 11:32:22.862,117,2026-02-03 11:32:22.862,1.64220283,,,,,,,,,,,,,,
2026-02-03 11:32:22.962,118,2026-02-03 11:32:22.962,1.67662155,,,,,,,,,,,,,,
2026-02-03 11:32:23.062,119,2026-02-03 11:32:23.062,1.71089591,,,,,,,,,,,,,,
2026-02-03 11:32:23.162,120,2026-02-03 11:32:23.162,1.74499839,,,,,,,,,,,,,,
2026-02-03 11:32:23.262,121,2026-02-03 11:32:23.262,1.77898171,,,,,,,,,,,,,,
2026-02-03 11:32:23.392,122,2026-02-03 11:32:23.392,1.82296674,,,,,,,,,,,,,,
2026-02-03 11:32:23.462,123,2026-02-03 11:32:23.462,1.84652261,,,,,,,,,,,,,,
2026-02-03 11:32:23.562,124,2026-02-03 11:32:23.562,1.88009477,,,,,,,,,,,,,,
2026-02-03 11:32:23.662,125,2026-02-03 11:32:23.662,1.91352265,,,,,,,,,,,,,,
2026-02-03 11:32:23.783,126,2026-02-03 11:32:23.783,1.95391773,,,,,,,,,,,,,,
2026-02-03 11:32:23.862,127,2026-02-03 11:32:23.862,1.97991096,,,,,,,,,,,,,,
2026-02-03 11:32:23.962,128,2026-02-03 11:32:23.962,2.01293007,,,,,,,,,,,,,,
2026-02-03 11:32:24.062,129,2026-02-03 11:32:24.062,2.04579443,,,,,,,,,,,,,,
2026-02-03 11:32:24.162,130,2026-02-03 11:32:24.162,2.07851362,,,,,,,,,,,,,,
2026-02-03 11:32:24.262,131,2026-02-03 11:32:24.262,2.11107638,,,,,,,,,,,,,,
2026-02-03 11:32:24.362,132,2026-02-03 11:32:24.362,2.14354415,,,,,,,,,,,,,,
2026-02-03 11:32:24.510,133,2026-02-03 11:32:24.510,2.19136367,,,,,,,,,,,,,,
2026-02-03 11:32:24.562,134,2026-02-03 11:32:24.562,2.20803083,,,,,,,,,,,,,,
2026-02-03 11:32:24.662,135,2026-02-03 11:32:24.662,2.24006449,,,,,,,,,,,,,,
2026-02-03 11:32:24.762,136,2026-02-03 11:32:24.762,2.27198091,,,,,,,,,,,,,,
2026-02-03 11:32:24.956,137,2026-02-03 11:32:24.956,2.33368533,,,,,,,,,,,,,,
2026-02-03 11:32:24.993,138,2026-02-03 11:32:24.993,2.34522957,,,,,,,,,,,,,,
2026-02-03 11:32:25.062,139,2026-02-03 11:32:25.062,2.36696636,,,,,,,,,,,,,,
2026-02-03 11:32:25.162,140,2026-02-03 11:32:25.162,2.39831976,,,,,,,,,,,,,,
2026-02-03 11:32:25.262,141,2026-02-03 11:32:25.262,2.42959752,,,,,,,,,,,,,,
2026-02-03 11:32:25.362,142,2026-02-03 11:32:25.362,2.46072381,,,,,,,,,,,,,,
2026-02-03 11:32:25.515,143,2026-02-03 11:32:25.515,2.50826474,,,,,,,,,,,,,,
2026-02-03 11:32:25.562,144,2026-02-03 11:32:25.562,2.52258535,,,,,,,,,,,,,,
2026-02-03 11:32:25.662,145,2026-02-03 11:32:25.662,2.55332694,,,,,,,,,,,,,,
2026-02-03 11:32:25.762,146,2026-02-03 11:32:25.762,2.58395923,,,,,,,,,,,,,,
2026-02-03 11:32:25.862,147,2026-02-03 11:32:25.862,2.61446974,,,,,,,,,,,,,,
2026-02-03 11:32:25.962,148,2026-02-03 11:32:25.962,2.64483196,,,,,,,,,,,,,,
2026-02-03 11:32:26.062,149,2026-02-03 11:32:26.062,2.67507333,,,,,,,,,,,,,,
2026-02-03 11:32:26.162,150,2026-02-03 11:32:26.162,2.70519398,,,,,,,,,,,,,,
2026-02-03 11:32:26.262,151,2026-02-03 11:32:26.262,2.73518511,,,,,,,,,,,,,,
2026-02-03 11:32:26.362,152,2026-02-03 11:32:26.362,2.76507084,,,,,,,,,,,,,,
2026-02-03 11:32:26.462,153,2026-02-03 11:32:26.462,2.79481504,,,,,,,,,,,,,,
2026-02-03 11:32:26.562,154,2026-02-03 11:32:26.562,2.82443703,,,,,,,,,,,,,,
2026-02-03 11:32:26.662,155,2026-02-03 11:32:26.662,2.85394474,,,,,,,,,,,,,,
2026-02-03 11:32:26.787,156,2026-02-03 11:32:26.787,2.89068915,,,,,,,,,,,,,,
2026-02-03 11:32:26.862,157,2026-02-03 11:32:26.862,2.91257073,,,,,,,,,,,,,,
2026-02-03 11:32:26.962,158,2026-02-03 11:32:26.962,2.94174847,,,,,,,,,,,,,,
2026-02-03 11:32:27.062,159,2026-02-03 11:32:27.062,2.97077392,,,,,,,,,,,,,,
2026-02-03 11:32:27.162,160,2026-02-03 11:32:27.162,2.99968003,,,,,,,,,,,,,,
2026-02-03 11:32:27.262,161,2026-02-03 11:32:27.262,3.02848288,,,,,,,,,,,,,,
2026-02-03 11:32:27.362,162,2026-02-03 11:32:27.362,3.05713662,,,,,,,,,,,,,,
2026-02-03 11:32:27.462,163,2026-02-03 11:32:27.462,3.08569234,,,,,,,,,,,,,,
2026-02-03 11:32:27.562,164,2026-02-03 11:32:27.562,3.11414072,,,,,,,,,,,,,,
2026-02-03 11:32:27.662,165,2026-02-03 11:32:27.662,3.14243549,,,,,,,,,,,,,,
2026-02-03 11:32:27.762,166,2026-02-03 11:32:27.762,3.17063299,,,,,,,,,,,,,,
2026-02-03 11:32:27.862,167,2026-02-03 11:32:27.862,3.19871433,,,,,,,,,,,,,,
2026-02-03 11:32:27.962,168,2026-02-03 11:32:27.962,3.22669095,,,,,,,,,,,,,,
2026-02-03 11:32:28.062,169,2026-02-03 11:32:28.062,3.25455636,,,,,,,,,,,,,,
2026-02-03 11:32:28.162,170,2026-02-03 11:32:28.162,3.28229349,,,,,,,,,,,,,,
2026-02-03 11:32:28.262,171,2026-02-03 11:32:28.262,3.30990138,,,,,,,,,,,,,,
2026-02-03 11:32:28.362,172,2026-02-03 11:32:28.362,3.33743348,,,,,,,,,,,,,,
2026-02-03 11:32:28.462,173,2026-02-03 11:32:28.462,3.36485281,,,,,,,,,,,,,,
2026-02-03 11:32:28.562,174,2026-02-03 11:32:28.562,3.39212878,,,,,,,,,,,,,,
2026-02-03 11:32:28.710,175,2026-02-03 11:32:28.710,3.43233103,,,,,,,,,,,,,,
2026-02-03 11:32:28.782,176,2026-02-03 11:32:28.782,3.45173491,,,,,,,,,,,,,,
2026-02-03 11:32:28.862,177,2026-02-03 11:32:28.862,3.47335935,,,,,,,,,,,,,,
2026-02-03 11:32:28.962,178,2026-02-03 11:32:28.962,3.50022033,,,,,,,,,,,,,,
2026-02-03 11:32:29.062,179,2026-02-03 11:32:29.062,3.52696808,,,,,,,,,,,,,,
2026-02-03 11:32:29.162,180,2026-02-03 11:32:29.162,3.55361655,,,,,,,,,,,,,,
2026-02-03 11:32:29.262,181,2026-02-03 11:32:29.262,3.58014676,,,,,,,,,,,,,,
2026-02-03 11:32:29.362,182,2026-02-03 11:32:29.362,3.60657074,,,,,,,,,,,,,,
2026-02-03 11:32:29.466,183,2026-02-03 11:32:29.466,3.6338835,,,,,,,,,,,,,,
2026-02-03 11:32:29.562,184,2026-02-03 11:32:29.562,3.65906834,,,,,,,,,,,,,,
2026-02-03 11:32:29.662,185,2026-02-03 11:32:29.662,3.6851881,,,,,,,,,,,,,,
2026-02-03 11:32:29.762,186,2026-02-03 11:32:29.762,3.71118166,,,,,,,,,,,,,,
2026-02-03 11:32:29.862,187,2026-02-03 11:32:29.862,3.73707994,,,,,,,,,,,,,,
2026-02-03 11:32:29.962,188,2026-02-03 11:32:29.962,3.76286392,,,,,,,,,,,,,,
2026-02-03 11:32:30.062,189,2026-02-03 11:32:30.062,3.78854195,,,,,,,,,,,,,,
2026-02-03 11:32:30.162,190,2026-02-03 11:32:30.162,3.81411247,,,,,,,,,,,,,,
2026-02-03 11:32:30.262,191,2026-02-03 11:32:30.262,3.83958279,,,,,,,,,,,,,,
2026-02-03 11:32:30.362,192,2026-02-03 11:32:30.362,3.86494992,,,,,,,,,,,,,,
2026-02-03 11:32:30.462,193,2026-02-03 11:32:30.462,3.89021691,,,,,,,,,,,,,,
2026-02-03 11:32:30.562,194,2026-02-03 11:32:30.562,3.91537405,,,,,,,,,,,,,,
2026-02-03 11:32:30.712,195,2026-02-03 11:32:30.712,3.95294355,,,,,,,,,,,,,,
2026-02-03 11:32:30.774,196,2026-02-03 11:32:30.774,3.96837013,,,,,,,,,,,,,,
2026-02-03 11:32:30.862,197,2026-02-03 11:32:30.862,3.99026308,,,,,,,,,,,,,,
2026-02-03 11:32:30.962,198,2026-02-03 11:32:30.962,4.01503269,,,,,,,,,,,,,,
2026-02-03 11:32:31.063,199,2026-02-03 11:32:31.063,4.03976806,,,,,,,,,,,,,,
2026-02-03 11:32:31.162,200,2026-02-03 11:32:31.162,4.0642231,,,,,,,,,,,,,,
2026-02-03 11:32:31.262,201,2026-02-03 11:32:31.262,4.08868608,,,,,,,,,,,,,,
2026-02-03 11:32:31.362,202,2026-02-03 11:32:31.362,4.11305835,,,,,,,,,,,,,,
2026-02-03 11:32:31.462,203,2026-02-03 11:32:31.462,4.13732339,,,,,,,,,,,,,,
2026-02-03 11:32:31.562,204,2026-02-03 11:32:31.562,4.16148387,,,,,,,,,,,,,,
2026-02-03 11:32:31.662,205,2026-02-03 11:32:31.662,4.185519,,,,,,,,,,,,,,
2026-02-03 11:32:31.762,206,2026-02-03 11:32:31.762,4.20949651,,,,,,,,,,,,,,
2026-02-03 11:32:31.862,207,2026-02-03 11:32:31.862,4.2333649,,,,,,,,,,,,,,
2026-02-03 11:32:31.962,208,2026-02-03 11:32:31.962,4.25712744,,,,,,,,,,,,,,
2026-02-03 11:32:32.102,209,2026-02-03 11:32:32.102,4.29018003,,,,,,,,,,,,,,
2026-02-03 11:32:32.162,210,2026-02-03 11:32:32.162,4.30437893,,,,,,,,,,,,,,
2026-02-03 11:32:32.262,211,2026-02-03 11:32:32.262,4.32786868,,,,,,,,,,,,,,
2026-02-03 11:32:32.362,212,2026-02-03 11:32:32.362,4.35126681,,,,,,,,,,,,,,
2026-02-03 11:32:32.497,213,2026-02-03 11:32:32.497,4.38267526,,,,,,,,,,,,,,
2026-02-03 11:32:32.562,214,2026-02-03 11:32:32.562,4.39775719,,,,,,,,,,,,,,
2026-02-03 11:32:32.662,215,2026-02-03 11:32:32.662,4.42085894,,,,,,,,,,,,,,
2026-02-03 11:32:32.762,216,2026-02-03 11:32:32.762,4.44388883,,,,,,,,,,,,,,
2026-02-03 11:32:32.862,217,2026-02-03 11:32:32.862,4.46681091,,,,,,,,,,,,,,
2026-02-03 11:32:32.962,218,2026-02-03 11:32:32.962,4.48964779,,,,,,,,,,,,,,
2026-02-03 11:32:33.099,219,2026-02-03 11:32:33.099,4.52081347,,,,,,,,,,,,,,
2026-02-03 11:32:33.184,220,2026-02-03 11:32:33.184,4.54003209,,,,,,,,,,,,,,
2026-02-03 11:32:33.262,221,2026-02-03 11:32:33.262,4.55760355,,,,,,,,,,,,,,
2026-02-03 11:32:33.362,222,2026-02-03 11:32:33.362,4.58007282,,,,,,,,,,,,,,
2026-02-03 11:32:33.462,223,2026-02-03 11:32:33.462,4.60244117,,,,,,,,,,,,,,
2026-02-03 11:32:33.562,224,2026-02-03 11:32:33.562,4.62471403,,,,,,,,,,,,,,
2026-02-03 11:32:33.668,225,2026-02-03 11:32:33.668,4.64820547,,,,,,,,,,,,,,
2026-02-03 11:32:33.762,226,2026-02-03 11:32:33.762,4.66905181,,,,,,,,,,,,,,
2026-02-03 11:32:33.862,227,2026-02-03 11:32:33.862,4.69106615,,,,,,,,,,,,,,
2026-02-03 11:32:33.962,228,2026-02-03 11:32:33.962,4.71298774,,,,,,,,,,,,,,
2026-02-03 11:32:34.062,229,2026-02-03 11:32:34.062,4.73484271,,,,,,,,,,,,,,
2026-02-03 11:32:34.205,230,2026-02-03 11:32:34.205,4.76589135,,,,,,,,,,,,,,
2026-02-03 11:32:34.262,231,2026-02-03 11:32:34.262,4.77826867,,,,,,,,,,,,,,
2026-02-03 11:32:34.362,232,2026-02-03 11:32:34.362,4.79985166,,,,,,,,,,,,,,
2026-02-03 11:32:34.502,233,2026-02-03 11:32:34.502,4.82990372,,,,,,,,,,,,,,
2026-02-03 11:32:34.562,234,2026-02-03 11:32:34.562,4.84274724,,,,,,,,,,,,,,
2026-02-03 11:32:34.662,235,2026-02-03 11:32:34.662,4.86407227,,,,,,,,,,,,,,
2026-02-03 11:32:34.762,236,2026-02-03 11:32:34.762,4.88530447,,,,,,,,,,,,,,
2026-02-03 11:32:34.862,237,2026-02-03 11:32:34.862,4.90647732,,,,,,,,,,,,,,
2026-02-03 11:32:34.962,238,2026-02-03 11:32:34.962,4.92753734,,,,,,,,,,,,,,
