Address,USB0::0x2A8D::0x5001::MY58002744::0::INSTR,,,,,,,,,,,,,,,,
Model,DAQ970A,,,,,,,,,,,,,,,,
Serial Number:,MY58002744,,,,,,,,,,,,,,,,
Firmware Version,A.02.01-01.00-02.01-00.02-01.02-03-02,,,,,,,,,,,,,,,,
Start Time,2026-02-05 14:21:38.017,,,,,,,,,,,,,,,,
Stop Time,2026-02-05 14:21:52.359,,,,,,,,,,,,,,,,
Data Log Stopped,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Instrument Configuration,,,,,,,,,,,,,,,,,
Modules,5,Slot 0,SCD,Slot 1,DAQM900A,Slot 2,DAQM901A,Slot 4,DAQ970A Computed Channels,Slot 10,Virtual Digitizer Channels,,,,,,
2026-02-05 14:21:42.952,49,2026-02-05 14:21:42.952,39.6584196,,,,,,,,,,,,,,
2026-02-05 14:21:43.045,50,2026-02-05 14:21:43.045,39.6461027,,,,,,,,,,,,,,
2026-02-05 14:21:43.145,51,2026-02-05 14:21:43.145,39.6633484,,,,,,,,,,,,,,
2026-02-05 14:21:43.245,52,2026-02-05 14:21:43.245,39.6683461,,,,,,,,,,,,,,
2026-02-05 14:21:43.410,53,2026-02-05 14:21:43.410,39.6778164,,,,,,,,,,,,,,
2026-02-05 14:21:43.447,54,2026-02-05 14:21:43.447,39.6751532,,,,,,,,,,,,,,
2026-02-05 14:21:43.545,55,2026-02-05 14:21:43.545,39.6563641,,,,,,,,,,,,,,
2026-02-05 14:21:43.645,56,2026-02-05 14:21:43.645,39.6655206,,,,,,,,,,,,,,
2026-02-05 14:21:43.745,57,2026-02-05 14:21:43.745,39.667127,,,,,,,,,,,,,,
2026-02-05 14:21:43.885,58,2026-02-05 14:21:43.885,39.6693245,,,,,,,,,,,,,,
2026-02-05 14:21:43.945,59,2026-02-05 14:21:43.945,39.6721866,,,,,,,,,,,,,,
2026-02-05 14:21:44.045,60,2026-02-05 14:21:44.045,39.650912,,,,,,,,,,,,,,
2026-02-05 14:21:44.145,61,2026-02-05 14:21:44.145,39.6392595,,,,,,,,,,,,,,
2026-02-05 14:21:44.245,62,2026-02-05 14:21:44.245,39.6672892,,,,,,,,,,,,,,
2026-02-05 14:21:44.360,63,2026-02-05 14:21:44.360,39.669748,,,,,,,,,,,,,,
2026-02-05 14:21:44.445,64,2026-02-05 14:21:44.445,39.6697166,,,,,,,,,,,,,,
2026-02-05 14:21:44.545,65,2026-02-05 14:21:44.545,39.6679062,,,,,,,,,,,,,,
2026-02-05 14:21:44.645,66,2026-02-05 14:21:44.645,39.6675033,,,,,,,,,,,,,,
2026-02-05 14:21:44.745,67,2026-02-05 14:21:44.745,39.6731019,,,,,,,,,,,,,,
2026-02-05 14:21:44.845,68,2026-02-05 14:21:44.845,39.6741797,,,,,,,,,,,,,,
2026-02-05 14:21:44.945,69,2026-02-05 14:21:44.945,39.6727565,,,,,,,,,,,,,,
2026-02-05 14:21:45.045,70,2026-02-05 14:21:45.045,39.6662057,,,,,,,,,,,,,,
2026-02-05 14:21:45.145,71,2026-02-05 14:21:45.145,39.6588334,,,,,,,,,,,,,,
2026-02-05 14:21:45.245,72,2026-02-05 14:21:45.245,39.662721,,,,,,,,,,,,,,
2026-02-05 14:21:45.345,73,2026-02-05 14:21:45.345,39.6608845,,,,,,,,,,,,,,
2026-02-05 14:21:45.445,74,2026-02-05 14:21:45.445,39.6674086,,,,,,,,,,,,,,
2026-02-05 14:21:45.545,75,2026-02-05 14:21:45.545,39.6769941,,,,,,,,,,,,,,
2026-02-05 14:21:45.645,76,2026-02-05 14:21:45.645,39.6670999,,,,,,,,,,,,,,
2026-02-05 14:21:45.745,77,2026-02-05 14:21:45.745,39.6674347,,,,,,,,,,,,,,
2026-02-05 14:21:45.937,78,2026-02-05 14:21:45.937,39.6603031,,,,,,,,,,,,,,
2026-02-05 14:21:45.974,79,2026-02-05 14:21:45.974,39.6729548,,,,,,,,,,,,,,
2026-02-05 14:21:46.045,80,2026-02-05 14:21:46.045,39.663453,,,,,,,,,,,,,,
2026-02-05 14:21:46.145,81,2026-02-05 14:21:46.145,39.6720601,,,,,,,,,,,,,,
2026-02-05 14:21:46.245,82,2026-02-05 14:21:46.245,39.6786004,,,,,,,,,,,,,,
2026-02-05 14:21:46.345,83,2026-02-05 14:21:46.345,39.6649128,,,,,,,,,,,,,,
2026-02-05 14:21:46.491,84,2026-02-05 14:21:46.491,39.6811118,,,,,,,,,,,,,,
2026-02-05 14:21:46.545,85,2026-02-05 14:21:46.545,39.6765912,,,,,,,,,,,,,,
2026-02-05 14:21:46.645,86,2026-02-05 14:21:46.645,39.669266,,,,,,,,,,,,,,
2026-02-05 14:21:46.745,87,2026-02-05 14:21:46.745,39.6646983,,,,,,,,,,,,,,
2026-02-05 14:21:46.845,88,2026-02-05 14:21:46.845,39.6469084,,,,,,,,,,,,,,
2026-02-05 14:21:46.958,89,2026-02-05 14:21:46.958,39.6643372,,,,,,,,,,,,,,
2026-02-05 14:21:47.045,90,2026-02-05 14:21:47.045,39.6749744,,,,,,,,,,,,,,
2026-02-05 14:21:47.146,91,2026-02-05 14:21:47.146,39.6715892,,,,,,,,,,,,,,
2026-02-05 14:21:47.246,92,2026-02-05 14:21:47.246,39.6658389,,,,,,,,,,,,,,
2026-02-05 14:21:47.346,93,2026-02-05 14:21:47.346,39.6692922,,,,,,,,,,,,,,
2026-02-05 14:21:47.491,94,2026-02-05 14:21:47.491,39.6757279,,,,,,,,,,,,,,
2026-02-05 14:21:47.546,95,2026-02-05 14:21:47.546,39.6662418,,,,,,,,,,,,,,
2026-02-05 14:21:47.646,96,2026-02-05 14:21:47.646,39.6729914,,,,,,,,,,,,,,
2026-02-05 14:21:47.746,97,2026-02-05 14:21:47.746,39.663432,,,,,,,,,,,,,,
2026-02-05 14:21:47.846,98,2026-02-05 14:21:47.846,39.6774074,,,,,,,,,,,,,,
2026-02-05 14:21:47.957,99,2026-02-05 14:21:47.957,39.6655982,,,,,,,,,,,,,,
2026-02-05 14:21:48.047,100,2026-02-05 14:21:48.047,39.6658337,,,,,,,,,,,,,,
2026-02-05 14:21:48.146,101,2026-02-05 14:21:48.146,39.6700195,,,,,,,,,,,,,,
2026-02-05 14:21:48.246,102,2026-02-05 14:21:48.246,39.6694544,,,,,,,,,,,,,,
2026-02-05 14:21:48.346,103,2026-02-05 14:21:48.346,39.6620821,,,,,,,,,,,,,,
2026-02-05 14:21:48.492,104,2026-02-05 14:21:48.492,39.6656767,,,,,,,,,,,,,,
2026-02-05 14:21:48.546,105,2026-02-05 14:21:48.546,39.6746186,,,,,,,,,,,,,,
2026-02-05 14:21:48.646,106,2026-02-05 14:21:48.646,39.6608421,,,,,,,,,,,,,,
2026-02-05 14:21:48.746,107,2026-02-05 14:21:48.746,39.6659802,,,,,,,,,,,,,,
2026-02-05 14:21:48.908,108,2026-02-05 14:21:48.908,39.6803061,,,,,,,,,,,,,,
2026-02-05 14:21:48.947,109,2026-02-05 14:21:48.947,39.6781033,,,,,,,,,,,,,,
2026-02-05 14:21:49.046,110,2026-02-05 14:21:49.046,39.6701869,,,,,,,,,,,,,,
2026-02-05 14:21:49.146,111,2026-02-05 14:21:49.146,39.6808816,,,,,,,,,,,,,,
2026-02-05 14:21:49.246,112,2026-02-05 14:21:49.246,39.6768633,,,,,,,,,,,,,,
2026-02-05 14:21:49.346,113,2026-02-05 14:21:49.346,39.6738181,,,,,,,,,,,,,,
2026-02-05 14:21:49.446,114,2026-02-05 14:21:49.446,39.6712543,,,,,,,,,,,,,,
2026-02-05 14:21:49.546,115,2026-02-05 14:21:49.546,39.6560022,,,,,,,,,,,,,,
2026-02-05 14:21:49.646,116,2026-02-05 14:21:49.646,39.6538778,,,,,,,,,,,,,,
2026-02-05 14:21:49.746,117,2026-02-05 14:21:49.746,39.6626838,,,,,,,,,,,,,,
2026-02-05 14:21:49.949,118,2026-02-05 14:21:49.949,39.6623542,,,,,,,,,,,,,,
2026-02-05 14:21:50.046,119,2026-02-05 14:21:50.046,39.6525488,,,,,,,,,,,,,,
2026-02-05 14:21:50.146,120,2026-02-05 14:21:50.146,39.6555208,,,,,,,,,,,,,,
2026-02-05 14:21:50.246,121,2026-02-05 14:21:50.246,39.659534,,,,,,,,,,,,,,
2026-02-05 14:21:50.346,122,2026-02-05 14:21:50.346,39.6635367,,,,,,,,,,,,,,
2026-02-05 14:21:50.446,123,2026-02-05 14:21:50.446,39.6633588,,,,,,,,,,,,,,
2026-02-05 14:21:50.546,124,2026-02-05 14:21:50.546,39.6672621,,,,,,,,,,,,,,
2026-02-05 14:21:50.646,125,2026-02-05 14:21:50.646,39.651664,,,,,,,,,,,,,,
2026-02-05 14:21:50.746,126,2026-02-05 14:21:50.746,39.6595439,,,,,,,,,,,,,,
2026-02-05 14:21:50.846,127,2026-02-05 14:21:50.846,39.6602188,,,,,,,,,,,,,,
2026-02-05 14:21:50.946,128,2026-02-05 14:21:50.946,39.6582253,,,,,,,,,,,,,,
2026-02-05 14:21:51.067,129,2026-02-05 14:21:51.067,39.6625524,,,,,,,,,,,,,,
2026-02-05 14:21:51.146,130,2026-02-05 14:21:51.146,39.6557975,,,,,,,,,,,,,,
2026-02-05 14:21:51.246,131,2026-02-05 14:21:51.246,39.665043,,,,,,,,,,,,,,
2026-02-05 14:21:51.346,132,2026-02-05 14:21:51.346,39.6691765,,,,,,,,,,,,,,
2026-02-05 14:21:51.506,133,2026-02-05 14:21:51.506,39.6615269,,,,,,,,,,,,,,
2026-02-05 14:21:51.546,134,2026-02-05 14:21:51.546,39.6780766,,,,,,,,,,,,,,
